Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-06-24T00:00:00+02:00,3806419,16263
Bayern,09,2022-06-24T00:00:00+02:00,5088003,24323
Berlin,11,2022-06-24T00:00:00+02:00,1089409,4639
Brandenburg,12,2022-06-24T00:00:00+02:00,814884,5709
Bremen,04,2022-06-24T00:00:00+02:00,212443,785
Hamburg,02,2022-06-24T00:00:00+02:00,620567,2711
Hessen,06,2022-06-24T00:00:00+02:00,1990408,10318
Mecklenburg-Vorpommern,13,2022-06-24T00:00:00+02:00,506208,2254
Niedersachsen,03,2022-06-24T00:00:00+02:00,2562213,9610
Nordrhein-Westfalen,05,2022-06-24T00:00:00+02:00,5621816,25657
Rheinland-Pfalz,07,2022-06-24T00:00:00+02:00,1222351,5741
Saarland,10,2022-06-24T00:00:00+02:00,333415,1714
Sachsen,14,2022-06-24T00:00:00+02:00,1545472,15588
Sachsen-Anhalt,15,2022-06-24T00:00:00+02:00,736233,5394
Schleswig-Holstein,01,2022-06-24T00:00:00+02:00,810335,2592
Thüringen,16,2022-06-24T00:00:00+02:00,721599,7352
