Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-05-18T00:00:00+02:00,34000,1652
Bayern,2020-05-18T00:00:00+02:00,45507,2287
Berlin,2020-05-18T00:00:00+02:00,6458,180
Brandenburg,2020-05-18T00:00:00+02:00,3172,149
Bremen,2020-05-18T00:00:00+02:00,1171,38
Hamburg,2020-05-18T00:00:00+02:00,5037,232
Hessen,2020-05-18T00:00:00+02:00,9337,439
Mecklenburg-Vorpommern,2020-05-18T00:00:00+02:00,752,20
Niedersachsen,2020-05-18T00:00:00+02:00,11167,545
Nordrhein-Westfalen,2020-05-18T00:00:00+02:00,36365,1512
Rheinland-Pfalz,2020-05-18T00:00:00+02:00,6490,217
Saarland,2020-05-18T00:00:00+02:00,2696,149
Sachsen,2020-05-18T00:00:00+02:00,5125,196
Sachsen-Anhalt,2020-05-18T00:00:00+02:00,1678,54
Schleswig-Holstein,2020-05-18T00:00:00+02:00,3002,126
Thüringen,2020-05-18T00:00:00+02:00,2740,139
