Area,Bundesland,AGS,Timestamp,Confirmed,Deaths
Alb-Donau-Kreis,Baden-Württemberg,08425000,2021-08-13T00:00:00+02:00,8966,179
Baden-Baden (Stadtkreis),Baden-Württemberg,08211000,2021-08-13T00:00:00+02:00,2167,65
Biberach,Baden-Württemberg,08426000,2021-08-13T00:00:00+02:00,8954,178
Bodenseekreis,Baden-Württemberg,08435000,2021-08-13T00:00:00+02:00,7925,158
Breisgau-Hochschwarzwald,Baden-Württemberg,08315000,2021-08-13T00:00:00+02:00,8744,192
Böblingen,Baden-Württemberg,08115000,2021-08-13T00:00:00+02:00,17273,275
Calw,Baden-Württemberg,08235000,2021-08-13T00:00:00+02:00,8379,183
Emmendingen,Baden-Württemberg,08316000,2021-08-13T00:00:00+02:00,6267,158
Enzkreis,Baden-Württemberg,08236000,2021-08-13T00:00:00+02:00,9795,263
Esslingen,Baden-Württemberg,08116000,2021-08-13T00:00:00+02:00,26730,556
Freiburg im Breisgau (Stadtkreis),Baden-Württemberg,08311000,2021-08-13T00:00:00+02:00,7753,164
Freudenstadt,Baden-Württemberg,08237000,2021-08-13T00:00:00+02:00,5423,159
Göppingen,Baden-Württemberg,08117000,2021-08-13T00:00:00+02:00,13106,243
Heidelberg (Stadtkreis),Baden-Württemberg,08221000,2021-08-13T00:00:00+02:00,5301,65
Heidenheim,Baden-Württemberg,08135000,2021-08-13T00:00:00+02:00,6277,161
Heilbronn (Stadtkreis),Baden-Württemberg,08121000,2021-08-13T00:00:00+02:00,8966,137
Heilbronn (Landkreis),Baden-Württemberg,08125000,2021-08-13T00:00:00+02:00,16291,203
Hohenlohekreis,Baden-Württemberg,08126000,2021-08-13T00:00:00+02:00,5785,127
Karlsruhe (Stadtkreis),Baden-Württemberg,08212000,2021-08-13T00:00:00+02:00,11102,222
Karlsruhe (Landkreis),Baden-Württemberg,08215000,2021-08-13T00:00:00+02:00,18897,478
Konstanz,Baden-Württemberg,08335000,2021-08-13T00:00:00+02:00,11695,296
Ludwigsburg,Baden-Württemberg,08118000,2021-08-13T00:00:00+02:00,27355,519
Lörrach,Baden-Württemberg,08336000,2021-08-13T00:00:00+02:00,10203,302
Main-Tauber-Kreis,Baden-Württemberg,08128000,2021-08-13T00:00:00+02:00,5283,90
Mannheim (Stadtkreis),Baden-Württemberg,08222000,2021-08-13T00:00:00+02:00,16757,305
Neckar-Odenwald-Kreis,Baden-Württemberg,08225000,2021-08-13T00:00:00+02:00,6397,142
Ortenaukreis,Baden-Württemberg,08317000,2021-08-13T00:00:00+02:00,19489,574
Ostalbkreis,Baden-Württemberg,08136000,2021-08-13T00:00:00+02:00,15855,410
Pforzheim (Stadtkreis),Baden-Württemberg,08231000,2021-08-13T00:00:00+02:00,7832,199
Rastatt,Baden-Württemberg,08216000,2021-08-13T00:00:00+02:00,10167,196
Ravensburg,Baden-Württemberg,08436000,2021-08-13T00:00:00+02:00,11207,141
Rems-Murr-Kreis,Baden-Württemberg,08119000,2021-08-13T00:00:00+02:00,20635,360
Reutlingen,Baden-Württemberg,08415000,2021-08-13T00:00:00+02:00,13913,271
Rhein-Neckar-Kreis,Baden-Württemberg,08226000,2021-08-13T00:00:00+02:00,23061,440
Rottweil,Baden-Württemberg,08325000,2021-08-13T00:00:00+02:00,7847,163
Schwarzwald-Baar-Kreis,Baden-Württemberg,08326000,2021-08-13T00:00:00+02:00,10145,214
Schwäbisch Hall,Baden-Württemberg,08127000,2021-08-13T00:00:00+02:00,11550,261
Sigmaringen,Baden-Württemberg,08437000,2021-08-13T00:00:00+02:00,5621,85
Stuttgart,Baden-Württemberg,08111000,2021-08-13T00:00:00+02:00,30478,490
Tuttlingen,Baden-Württemberg,08327000,2021-08-13T00:00:00+02:00,7761,157
Tübingen,Baden-Württemberg,08416000,2021-08-13T00:00:00+02:00,9500,182
Ulm (Stadtkreis),Baden-Württemberg,08421000,2021-08-13T00:00:00+02:00,6024,85
Waldshut,Baden-Württemberg,08337000,2021-08-13T00:00:00+02:00,7604,210
Zollernalbkreis,Baden-Württemberg,08417000,2021-08-13T00:00:00+02:00,9353,175
