Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-04-05T00:00:00+02:00,372408,8747
Bayern,09,2021-04-05T00:00:00+02:00,510300,13323
Berlin,11,2021-04-05T00:00:00+02:00,149034,3085
Brandenburg,12,2021-04-05T00:00:00+02:00,90161,3321
Bremen,04,2021-04-05T00:00:00+02:00,21458,407
Hamburg,02,2021-04-05T00:00:00+02:00,62950,1397
Hessen,06,2021-04-05T00:00:00+02:00,224677,6375
Mecklenburg-Vorpommern,13,2021-04-05T00:00:00+02:00,31582,875
Niedersachsen,03,2021-04-05T00:00:00+02:00,202825,4908
Nordrhein-Westfalen,05,2021-04-05T00:00:00+02:00,625794,14316
Rheinland-Pfalz,07,2021-04-05T00:00:00+02:00,119354,3342
Saarland,10,2021-04-05T00:00:00+02:00,32386,927
Sachsen,14,2021-04-05T00:00:00+02:00,226879,8432
Sachsen-Anhalt,15,2021-04-05T00:00:00+02:00,75370,2730
Schleswig-Holstein,01,2021-04-05T00:00:00+02:00,51028,1441
Thüringen,16,2021-04-05T00:00:00+02:00,97677,3387
