Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-06-07T00:00:00+02:00,3689281,16145
Bayern,09,2022-06-07T00:00:00+02:00,4920800,24111
Berlin,11,2022-06-07T00:00:00+02:00,1054677,4618
Brandenburg,12,2022-06-07T00:00:00+02:00,793126,5674
Bremen,04,2022-06-07T00:00:00+02:00,202299,778
Hamburg,02,2022-06-07T00:00:00+02:00,588027,2660
Hessen,06,2022-06-07T00:00:00+02:00,1876968,10182
Mecklenburg-Vorpommern,13,2022-06-07T00:00:00+02:00,489577,2235
Niedersachsen,03,2022-06-07T00:00:00+02:00,2389367,9382
Nordrhein-Westfalen,05,2022-06-07T00:00:00+02:00,5326196,25468
Rheinland-Pfalz,07,2022-06-07T00:00:00+02:00,1160380,5690
Saarland,10,2022-06-07T00:00:00+02:00,317115,1696
Sachsen,14,2022-06-07T00:00:00+02:00,1513344,15540
Sachsen-Anhalt,15,2022-06-07T00:00:00+02:00,719046,5364
Schleswig-Holstein,01,2022-06-07T00:00:00+02:00,746855,2548
Thüringen,16,2022-06-07T00:00:00+02:00,711303,7297
