Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-03-26T00:00:00+01:00,2904726,14955
Bayern,09,2022-03-26T00:00:00+01:00,3811869,22360
Berlin,11,2022-03-26T00:00:00+01:00,882129,4354
Brandenburg,12,2022-03-26T00:00:00+01:00,665073,5386
Bremen,04,2022-03-26T00:00:00+01:00,142365,711
Hamburg,02,2022-03-26T00:00:00+01:00,424278,2371
Hessen,06,2022-03-26T00:00:00+01:00,1366831,9552
Mecklenburg-Vorpommern,13,2022-03-26T00:00:00+01:00,375860,1955
Niedersachsen,03,2022-03-26T00:00:00+01:00,1581927,7951
Nordrhein-Westfalen,05,2022-03-26T00:00:00+01:00,4048480,23425
Rheinland-Pfalz,07,2022-03-26T00:00:00+01:00,830477,5221
Saarland,10,2022-03-26T00:00:00+01:00,231736,1502
Sachsen,14,2022-03-26T00:00:00+01:00,1258765,14635
Sachsen-Anhalt,15,2022-03-26T00:00:00+01:00,577265,4971
Schleswig-Holstein,01,2022-03-26T00:00:00+01:00,473738,2263
Thüringen,16,2022-03-26T00:00:00+01:00,569535,6776
