Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-02-05T00:00:00+01:00,297994,7341
Bayern,09,2021-02-05T00:00:00+01:00,410005,11023
Berlin,11,2021-02-05T00:00:00+01:00,121878,2420
Brandenburg,12,2021-02-05T00:00:00+01:00,70233,2539
Bremen,04,2021-02-05T00:00:00+01:00,16355,285
Hamburg,02,2021-02-05T00:00:00+01:00,47191,1120
Hessen,06,2021-02-05T00:00:00+01:00,175378,5114
Mecklenburg-Vorpommern,13,2021-02-05T00:00:00+01:00,20849,520
Niedersachsen,03,2021-02-05T00:00:00+01:00,146205,3509
Nordrhein-Westfalen,05,2021-02-05T00:00:00+01:00,495483,11386
Rheinland-Pfalz,07,2021-02-05T00:00:00+01:00,94801,2685
Saarland,10,2021-02-05T00:00:00+01:00,26500,766
Sachsen,14,2021-02-05T00:00:00+01:00,183110,6659
Sachsen-Anhalt,15,2021-02-05T00:00:00+01:00,53825,1922
Schleswig-Holstein,01,2021-02-05T00:00:00+01:00,37359,985
Thüringen,16,2021-02-05T00:00:00+01:00,67743,2323
