Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-04-06T00:00:00+02:00,19395,387
Bayern,2020-04-06T00:00:00+02:00,24974,437
Berlin,2020-04-06T00:00:00+02:00,3670,26
Brandenburg,2020-04-06T00:00:00+02:00,1345,19
Bremen,2020-04-06T00:00:00+02:00,397,8
Hamburg,2020-04-06T00:00:00+02:00,2993,19
Hessen,2020-04-06T00:00:00+02:00,4674,61
Mecklenburg-Vorpommern,2020-04-06T00:00:00+02:00,528,6
Niedersachsen,2020-04-06T00:00:00+02:00,5960,92
Nordrhein-Westfalen,2020-04-06T00:00:00+02:00,19384,255
Rheinland-Pfalz,2020-04-06T00:00:00+02:00,3882,32
Saarland,2020-04-06T00:00:00+02:00,1483,14
Sachsen,2020-04-06T00:00:00+02:00,2903,34
Sachsen-Anhalt,2020-04-06T00:00:00+02:00,956,12
Schleswig-Holstein,2020-04-06T00:00:00+02:00,1671,20
Thüringen,2020-04-06T00:00:00+02:00,1176,12
