Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-07-28T00:00:00+02:00,36917,1841
Bayern,2020-07-28T00:00:00+02:00,50589,2619
Berlin,2020-07-28T00:00:00+02:00,9020,223
Brandenburg,2020-07-28T00:00:00+02:00,3527,168
Bremen,2020-07-28T00:00:00+02:00,1752,55
Hamburg,2020-07-28T00:00:00+02:00,5326,261
Hessen,2020-07-28T00:00:00+02:00,11743,518
Mecklenburg-Vorpommern,2020-07-28T00:00:00+02:00,845,20
Niedersachsen,2020-07-28T00:00:00+02:00,14288,648
Nordrhein-Westfalen,2020-07-28T00:00:00+02:00,47740,1730
Rheinland-Pfalz,2020-07-28T00:00:00+02:00,7442,238
Saarland,2020-07-28T00:00:00+02:00,2852,174
Sachsen,2020-07-28T00:00:00+02:00,5518,225
Sachsen-Anhalt,2020-07-28T00:00:00+02:00,1991,64
Schleswig-Holstein,2020-07-28T00:00:00+02:00,3341,156
Thüringen,2020-07-28T00:00:00+02:00,3351,182
