Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-09-08T00:00:00+02:00,539167,10518
Bayern,09,2021-09-08T00:00:00+02:00,688964,15440
Berlin,11,2021-09-08T00:00:00+02:00,196534,3598
Brandenburg,12,2021-09-08T00:00:00+02:00,112746,3828
Bremen,04,2021-09-08T00:00:00+02:00,30298,500
Hamburg,02,2021-09-08T00:00:00+02:00,87243,1655
Hessen,06,2021-09-08T00:00:00+02:00,316654,7648
Mecklenburg-Vorpommern,13,2021-09-08T00:00:00+02:00,46906,1194
Niedersachsen,03,2021-09-08T00:00:00+02:00,284672,5865
Nordrhein-Westfalen,05,2021-09-08T00:00:00+02:00,914766,17500
Rheinland-Pfalz,07,2021-09-08T00:00:00+02:00,170531,3938
Saarland,10,2021-09-08T00:00:00+02:00,45450,1037
Sachsen,14,2021-09-08T00:00:00+02:00,290995,10175
Sachsen-Anhalt,15,2021-09-08T00:00:00+02:00,101396,3493
Schleswig-Holstein,01,2021-09-08T00:00:00+02:00,72932,1662
Thüringen,16,2021-09-08T00:00:00+02:00,131427,4397
