Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-06-22T00:00:00+02:00,35272,1824
Bayern,2020-06-22T00:00:00+02:00,47867,2567
Berlin,2020-06-22T00:00:00+02:00,7833,211
Brandenburg,2020-06-22T00:00:00+02:00,3394,163
Bremen,2020-06-22T00:00:00+02:00,1648,49
Hamburg,2020-06-22T00:00:00+02:00,5170,259
Hessen,2020-06-22T00:00:00+02:00,10578,501
Mecklenburg-Vorpommern,2020-06-22T00:00:00+02:00,792,20
Niedersachsen,2020-06-22T00:00:00+02:00,13283,618
Nordrhein-Westfalen,2020-06-22T00:00:00+02:00,41218,1663
Rheinland-Pfalz,2020-06-22T00:00:00+02:00,6917,234
Saarland,2020-06-22T00:00:00+02:00,2778,168
Sachsen,2020-06-22T00:00:00+02:00,5408,221
Sachsen-Anhalt,2020-06-22T00:00:00+02:00,1844,57
Schleswig-Holstein,2020-06-22T00:00:00+02:00,3136,152
Thüringen,2020-06-22T00:00:00+02:00,3221,178
