Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-08-20T00:00:00+02:00,39227,1860
Bayern,2020-08-20T00:00:00+02:00,54101,2631
Berlin,2020-08-20T00:00:00+02:00,10463,224
Brandenburg,2020-08-20T00:00:00+02:00,3740,169
Bremen,2020-08-20T00:00:00+02:00,1877,56
Hamburg,2020-08-20T00:00:00+02:00,5954,264
Hessen,2020-08-20T00:00:00+02:00,14029,528
Mecklenburg-Vorpommern,2020-08-20T00:00:00+02:00,981,20
Niedersachsen,2020-08-20T00:00:00+02:00,15724,658
Nordrhein-Westfalen,2020-08-20T00:00:00+02:00,55770,1790
Rheinland-Pfalz,2020-08-20T00:00:00+02:00,8427,242
Saarland,2020-08-20T00:00:00+02:00,3039,174
Sachsen,2020-08-20T00:00:00+02:00,5769,226
Sachsen-Anhalt,2020-08-20T00:00:00+02:00,2146,65
Schleswig-Holstein,2020-08-20T00:00:00+02:00,3851,160
Thüringen,2020-08-20T00:00:00+02:00,3523,186
