Area,Bundesland,AGS,Timestamp,Confirmed,Deaths
Alb-Donau-Kreis,Baden-Württemberg,08425000,2021-04-13T00:00:00+02:00,6758,164
Baden-Baden (Stadtkreis),Baden-Württemberg,08211000,2021-04-13T00:00:00+02:00,1634,52
Biberach,Baden-Württemberg,08426000,2021-04-13T00:00:00+02:00,6358,148
Bodenseekreis,Baden-Württemberg,08435000,2021-04-13T00:00:00+02:00,6020,141
Breisgau-Hochschwarzwald,Baden-Württemberg,08315000,2021-04-13T00:00:00+02:00,7411,171
Böblingen,Baden-Württemberg,08115000,2021-04-13T00:00:00+02:00,13199,253
Calw,Baden-Württemberg,08235000,2021-04-13T00:00:00+02:00,6459,155
Emmendingen,Baden-Württemberg,08316000,2021-04-13T00:00:00+02:00,5312,151
Enzkreis,Baden-Württemberg,08236000,2021-04-13T00:00:00+02:00,7350,227
Esslingen,Baden-Württemberg,08116000,2021-04-13T00:00:00+02:00,20345,477
Freiburg im Breisgau (Stadtkreis),Baden-Württemberg,08311000,2021-04-13T00:00:00+02:00,6258,142
Freudenstadt,Baden-Württemberg,08237000,2021-04-13T00:00:00+02:00,4118,141
Göppingen,Baden-Württemberg,08117000,2021-04-13T00:00:00+02:00,9281,179
Heidelberg (Stadtkreis),Baden-Württemberg,08221000,2021-04-13T00:00:00+02:00,4476,57
Heidenheim,Baden-Württemberg,08135000,2021-04-13T00:00:00+02:00,4180,140
Heilbronn (Stadtkreis),Baden-Württemberg,08121000,2021-04-13T00:00:00+02:00,6751,123
Heilbronn (Landkreis),Baden-Württemberg,08125000,2021-04-13T00:00:00+02:00,12277,185
Hohenlohekreis,Baden-Württemberg,08126000,2021-04-13T00:00:00+02:00,4436,110
Karlsruhe (Stadtkreis),Baden-Württemberg,08212000,2021-04-13T00:00:00+02:00,8452,181
Karlsruhe (Landkreis),Baden-Württemberg,08215000,2021-04-13T00:00:00+02:00,14866,423
Konstanz,Baden-Württemberg,08335000,2021-04-13T00:00:00+02:00,9330,259
Ludwigsburg,Baden-Württemberg,08118000,2021-04-13T00:00:00+02:00,20485,448
Lörrach,Baden-Württemberg,08336000,2021-04-13T00:00:00+02:00,8500,277
Main-Tauber-Kreis,Baden-Württemberg,08128000,2021-04-13T00:00:00+02:00,4317,81
Mannheim (Stadtkreis),Baden-Württemberg,08222000,2021-04-13T00:00:00+02:00,13345,269
Neckar-Odenwald-Kreis,Baden-Württemberg,08225000,2021-04-13T00:00:00+02:00,5008,125
Ortenaukreis,Baden-Württemberg,08317000,2021-04-13T00:00:00+02:00,15601,511
Ostalbkreis,Baden-Württemberg,08136000,2021-04-13T00:00:00+02:00,11589,313
Pforzheim (Stadtkreis),Baden-Württemberg,08231000,2021-04-13T00:00:00+02:00,5909,164
Rastatt,Baden-Württemberg,08216000,2021-04-13T00:00:00+02:00,7812,141
Ravensburg,Baden-Württemberg,08436000,2021-04-13T00:00:00+02:00,8267,112
Rems-Murr-Kreis,Baden-Württemberg,08119000,2021-04-13T00:00:00+02:00,15404,322
Reutlingen,Baden-Württemberg,08415000,2021-04-13T00:00:00+02:00,10868,243
Rhein-Neckar-Kreis,Baden-Württemberg,08226000,2021-04-13T00:00:00+02:00,18560,370
Rottweil,Baden-Württemberg,08325000,2021-04-13T00:00:00+02:00,5886,150
Schwarzwald-Baar-Kreis,Baden-Württemberg,08326000,2021-04-13T00:00:00+02:00,7117,184
Schwäbisch Hall,Baden-Württemberg,08127000,2021-04-13T00:00:00+02:00,8996,205
Sigmaringen,Baden-Württemberg,08437000,2021-04-13T00:00:00+02:00,4302,72
Stuttgart,Baden-Württemberg,08111000,2021-04-13T00:00:00+02:00,22281,369
Tuttlingen,Baden-Württemberg,08327000,2021-04-13T00:00:00+02:00,5684,126
Tübingen,Baden-Württemberg,08416000,2021-04-13T00:00:00+02:00,7257,168
Ulm (Stadtkreis),Baden-Württemberg,08421000,2021-04-13T00:00:00+02:00,4284,70
Waldshut,Baden-Württemberg,08337000,2021-04-13T00:00:00+02:00,6102,192
Zollernalbkreis,Baden-Württemberg,08417000,2021-04-13T00:00:00+02:00,6543,155
Aichach-Friedberg,Bayern,09771000,2021-04-13T00:00:00+02:00,4152,89
Altötting,Bayern,09171000,2021-04-13T00:00:00+02:00,4933,196
Amberg,Bayern,09361000,2021-04-13T00:00:00+02:00,1442,21
