Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-08-31T00:00:00+02:00,4386248,16933
Bayern,09,2022-08-31T00:00:00+02:00,5839947,25419
Berlin,11,2022-08-31T00:00:00+02:00,1229249,4765
Brandenburg,12,2022-08-31T00:00:00+02:00,919922,5858
Bremen,04,2022-08-31T00:00:00+02:00,250082,828
Hamburg,02,2022-08-31T00:00:00+02:00,711397,2963
Hessen,06,2022-08-31T00:00:00+02:00,2409830,10916
Mecklenburg-Vorpommern,13,2022-08-31T00:00:00+02:00,582669,2413
Niedersachsen,03,2022-08-31T00:00:00+02:00,3093549,10468
Nordrhein-Westfalen,05,2022-08-31T00:00:00+02:00,6586005,27031
Rheinland-Pfalz,07,2022-08-31T00:00:00+02:00,1445480,6064
Saarland,10,2022-08-31T00:00:00+02:00,397342,1823
Sachsen,14,2022-08-31T00:00:00+02:00,1711034,15896
Sachsen-Anhalt,15,2022-08-31T00:00:00+02:00,819891,5645
Schleswig-Holstein,01,2022-08-31T00:00:00+02:00,980947,2817
Thüringen,16,2022-08-31T00:00:00+02:00,781565,7565
