Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-08-01T00:00:00+02:00,37272,1847
Bayern,2020-08-01T00:00:00+02:00,51068,2622
Berlin,2020-08-01T00:00:00+02:00,9274,223
Brandenburg,2020-08-01T00:00:00+02:00,3565,168
Bremen,2020-08-01T00:00:00+02:00,1781,56
Hamburg,2020-08-01T00:00:00+02:00,5405,261
Hessen,2020-08-01T00:00:00+02:00,12029,520
Mecklenburg-Vorpommern,2020-08-01T00:00:00+02:00,868,20
Niedersachsen,2020-08-01T00:00:00+02:00,14499,652
Nordrhein-Westfalen,2020-08-01T00:00:00+02:00,49102,1739
Rheinland-Pfalz,2020-08-01T00:00:00+02:00,7533,239
Saarland,2020-08-01T00:00:00+02:00,2874,174
Sachsen,2020-08-01T00:00:00+02:00,5541,225
Sachsen-Anhalt,2020-08-01T00:00:00+02:00,2022,64
Schleswig-Holstein,2020-08-01T00:00:00+02:00,3451,156
Thüringen,2020-08-01T00:00:00+02:00,3369,182
