Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-08-12T00:00:00+02:00,4324784,16744
Bayern,09,2022-08-12T00:00:00+02:00,5754625,25154
Berlin,11,2022-08-12T00:00:00+02:00,1204809,4737
Brandenburg,12,2022-08-12T00:00:00+02:00,898421,5807
Bremen,04,2022-08-12T00:00:00+02:00,244745,819
Hamburg,02,2022-08-12T00:00:00+02:00,699096,2884
Hessen,06,2022-08-12T00:00:00+02:00,2355666,10764
Mecklenburg-Vorpommern,13,2022-08-12T00:00:00+02:00,567197,2365
Niedersachsen,03,2022-08-12T00:00:00+02:00,3018201,10220
Nordrhein-Westfalen,05,2022-08-12T00:00:00+02:00,6403862,26673
Rheinland-Pfalz,07,2022-08-12T00:00:00+02:00,1415597,5989
Saarland,10,2022-08-12T00:00:00+02:00,389917,1791
Sachsen,14,2022-08-12T00:00:00+02:00,1681483,15778
Sachsen-Anhalt,15,2022-08-12T00:00:00+02:00,804960,5577
Schleswig-Holstein,01,2022-08-12T00:00:00+02:00,955777,2769
Thüringen,16,2022-08-12T00:00:00+02:00,770344,7490
