Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-03-22T00:00:00+01:00,2747942,14813
Bayern,09,2022-03-22T00:00:00+01:00,3592705,22143
Berlin,11,2022-03-22T00:00:00+01:00,846978,4324
Brandenburg,12,2022-03-22T00:00:00+01:00,636607,5352
Bremen,04,2022-03-22T00:00:00+01:00,136956,706
Hamburg,02,2022-03-22T00:00:00+01:00,404378,2351
Hessen,06,2022-03-22T00:00:00+01:00,1296624,9503
Mecklenburg-Vorpommern,13,2022-03-22T00:00:00+01:00,346204,1911
Niedersachsen,03,2022-03-22T00:00:00+01:00,1447192,7826
Nordrhein-Westfalen,05,2022-03-22T00:00:00+01:00,3848943,23195
Rheinland-Pfalz,07,2022-03-22T00:00:00+01:00,770733,5160
Saarland,10,2022-03-22T00:00:00+01:00,215676,1482
Sachsen,14,2022-03-22T00:00:00+01:00,1183447,14549
Sachsen-Anhalt,15,2022-03-22T00:00:00+01:00,542576,4911
Schleswig-Holstein,01,2022-03-22T00:00:00+01:00,439873,2234
Thüringen,16,2022-03-22T00:00:00+01:00,537577,6733
