Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-03-30T00:00:00+02:00,2993707,15048
Bayern,09,2022-03-30T00:00:00+02:00,3948120,22501
Berlin,11,2022-03-30T00:00:00+02:00,897659,4369
Brandenburg,12,2022-03-30T00:00:00+02:00,678548,5405
Bremen,04,2022-03-30T00:00:00+02:00,151357,715
Hamburg,02,2022-03-30T00:00:00+02:00,436300,2381
Hessen,06,2022-03-30T00:00:00+02:00,1416980,9585
Mecklenburg-Vorpommern,13,2022-03-30T00:00:00+02:00,390746,1991
Niedersachsen,03,2022-03-30T00:00:00+02:00,1660026,8007
Nordrhein-Westfalen,05,2022-03-30T00:00:00+02:00,4174404,23553
Rheinland-Pfalz,07,2022-03-30T00:00:00+02:00,865934,5244
Saarland,10,2022-03-30T00:00:00+02:00,242094,1520
Sachsen,14,2022-03-30T00:00:00+02:00,1293225,14688
Sachsen-Anhalt,15,2022-03-30T00:00:00+02:00,595290,4988
Schleswig-Holstein,01,2022-03-30T00:00:00+02:00,495767,2294
Thüringen,16,2022-03-30T00:00:00+02:00,589451,6823
