Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-05-23T00:00:00+02:00,487003,9841
Bayern,09,2021-05-23T00:00:00+02:00,633881,14778
Berlin,11,2021-05-23T00:00:00+02:00,177179,3438
Brandenburg,12,2021-05-23T00:00:00+02:00,107738,3698
Bremen,04,2021-05-23T00:00:00+02:00,26853,471
Hamburg,02,2021-05-23T00:00:00+02:00,75665,1545
Hessen,06,2021-05-23T00:00:00+02:00,283695,7210
Mecklenburg-Vorpommern,13,2021-05-23T00:00:00+02:00,43573,1108
Niedersachsen,03,2021-05-23T00:00:00+02:00,256003,5559
Nordrhein-Westfalen,05,2021-05-23T00:00:00+02:00,797543,16482
Rheinland-Pfalz,07,2021-05-23T00:00:00+02:00,151183,3695
Saarland,10,2021-05-23T00:00:00+02:00,40404,996
Sachsen,14,2021-05-23T00:00:00+02:00,281671,9559
Sachsen-Anhalt,15,2021-05-23T00:00:00+02:00,97626,3279
Schleswig-Holstein,01,2021-05-23T00:00:00+02:00,62518,1576
Thüringen,16,2021-05-23T00:00:00+02:00,126423,4145
