Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2020-12-12T00:00:00+01:00,182958,3353
Bayern,09,2020-12-12T00:00:00+01:00,253069,4812
Berlin,11,2020-12-12T00:00:00+01:00,77208,790
Brandenburg,12,2020-12-12T00:00:00+01:00,25818,477
Bremen,04,2020-12-12T00:00:00+01:00,11488,150
Hamburg,02,2020-12-12T00:00:00+01:00,28620,462
Hessen,06,2020-12-12T00:00:00+01:00,105934,1716
Mecklenburg-Vorpommern,13,2020-12-12T00:00:00+01:00,7870,96
Niedersachsen,03,2020-12-12T00:00:00+01:00,83935,1403
Nordrhein-Westfalen,05,2020-12-12T00:00:00+01:00,310932,4422
Rheinland-Pfalz,07,2020-12-12T00:00:00+01:00,54969,837
Saarland,10,2020-12-12T00:00:00+01:00,15460,296
Sachsen,14,2020-12-12T00:00:00+01:00,82226,1591
Sachsen-Anhalt,15,2020-12-12T00:00:00+01:00,17703,263
Schleswig-Holstein,01,2020-12-12T00:00:00+01:00,17515,290
Thüringen,16,2020-12-12T00:00:00+01:00,24811,508
