Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-07-07T00:00:00+02:00,35862,1837
Bayern,2020-07-07T00:00:00+02:00,48852,2606
Berlin,2020-07-07T00:00:00+02:00,8462,215
Brandenburg,2020-07-07T00:00:00+02:00,3468,168
Bremen,2020-07-07T00:00:00+02:00,1679,54
Hamburg,2020-07-07T00:00:00+02:00,5223,261
Hessen,2020-07-07T00:00:00+02:00,10985,512
Mecklenburg-Vorpommern,2020-07-07T00:00:00+02:00,805,20
Niedersachsen,2020-07-07T00:00:00+02:00,13731,637
Nordrhein-Westfalen,2020-07-07T00:00:00+02:00,44158,1689
Rheinland-Pfalz,2020-07-07T00:00:00+02:00,7094,235
Saarland,2020-07-07T00:00:00+02:00,2806,174
Sachsen,2020-07-07T00:00:00+02:00,5459,224
Sachsen-Anhalt,2020-07-07T00:00:00+02:00,1894,59
Schleswig-Holstein,2020-07-07T00:00:00+02:00,3189,152
Thüringen,2020-07-07T00:00:00+02:00,3277,181
