Area,Bundesland,AGS,Timestamp,Confirmed,Deaths
Alb-Donau-Kreis,Baden-Württemberg,08425000,2021-08-12T00:00:00+02:00,8956,179
Baden-Baden (Stadtkreis),Baden-Württemberg,08211000,2021-08-12T00:00:00+02:00,2158,65
Biberach,Baden-Württemberg,08426000,2021-08-12T00:00:00+02:00,8939,178
Bodenseekreis,Baden-Württemberg,08435000,2021-08-12T00:00:00+02:00,7914,158
Breisgau-Hochschwarzwald,Baden-Württemberg,08315000,2021-08-12T00:00:00+02:00,8731,192
Böblingen,Baden-Württemberg,08115000,2021-08-12T00:00:00+02:00,17269,275
Calw,Baden-Württemberg,08235000,2021-08-12T00:00:00+02:00,8373,183
Emmendingen,Baden-Württemberg,08316000,2021-08-12T00:00:00+02:00,6263,158
Enzkreis,Baden-Württemberg,08236000,2021-08-12T00:00:00+02:00,9788,263
Esslingen,Baden-Württemberg,08116000,2021-08-12T00:00:00+02:00,26704,556
Freiburg im Breisgau (Stadtkreis),Baden-Württemberg,08311000,2021-08-12T00:00:00+02:00,7747,164
Freudenstadt,Baden-Württemberg,08237000,2021-08-12T00:00:00+02:00,5418,159
Göppingen,Baden-Württemberg,08117000,2021-08-12T00:00:00+02:00,13086,243
Heidelberg (Stadtkreis),Baden-Württemberg,08221000,2021-08-12T00:00:00+02:00,5289,65
Heidenheim,Baden-Württemberg,08135000,2021-08-12T00:00:00+02:00,6273,161
Heilbronn (Stadtkreis),Baden-Württemberg,08121000,2021-08-12T00:00:00+02:00,8947,137
Heilbronn (Landkreis),Baden-Württemberg,08125000,2021-08-12T00:00:00+02:00,16268,203
Hohenlohekreis,Baden-Württemberg,08126000,2021-08-12T00:00:00+02:00,5786,127
Karlsruhe (Stadtkreis),Baden-Württemberg,08212000,2021-08-12T00:00:00+02:00,11078,222
Karlsruhe (Landkreis),Baden-Württemberg,08215000,2021-08-12T00:00:00+02:00,18877,478
Konstanz,Baden-Württemberg,08335000,2021-08-12T00:00:00+02:00,11684,296
Ludwigsburg,Baden-Württemberg,08118000,2021-08-12T00:00:00+02:00,27324,519
Lörrach,Baden-Württemberg,08336000,2021-08-12T00:00:00+02:00,10182,302
Main-Tauber-Kreis,Baden-Württemberg,08128000,2021-08-12T00:00:00+02:00,5273,90
Mannheim (Stadtkreis),Baden-Württemberg,08222000,2021-08-12T00:00:00+02:00,16729,305
Neckar-Odenwald-Kreis,Baden-Württemberg,08225000,2021-08-12T00:00:00+02:00,6392,142
Ortenaukreis,Baden-Württemberg,08317000,2021-08-12T00:00:00+02:00,19459,574
Ostalbkreis,Baden-Württemberg,08136000,2021-08-12T00:00:00+02:00,15837,410
Pforzheim (Stadtkreis),Baden-Württemberg,08231000,2021-08-12T00:00:00+02:00,7823,199
Rastatt,Baden-Württemberg,08216000,2021-08-12T00:00:00+02:00,10148,196
Ravensburg,Baden-Württemberg,08436000,2021-08-12T00:00:00+02:00,11189,141
Rems-Murr-Kreis,Baden-Württemberg,08119000,2021-08-12T00:00:00+02:00,20617,360
Reutlingen,Baden-Württemberg,08415000,2021-08-12T00:00:00+02:00,13902,271
Rhein-Neckar-Kreis,Baden-Württemberg,08226000,2021-08-12T00:00:00+02:00,23023,440
Rottweil,Baden-Württemberg,08325000,2021-08-12T00:00:00+02:00,7842,163
Schwarzwald-Baar-Kreis,Baden-Württemberg,08326000,2021-08-12T00:00:00+02:00,10130,214
Schwäbisch Hall,Baden-Württemberg,08127000,2021-08-12T00:00:00+02:00,11543,261
Sigmaringen,Baden-Württemberg,08437000,2021-08-12T00:00:00+02:00,5607,85
Stuttgart,Baden-Württemberg,08111000,2021-08-12T00:00:00+02:00,30452,490
Tuttlingen,Baden-Württemberg,08327000,2021-08-12T00:00:00+02:00,7757,157
Tübingen,Baden-Württemberg,08416000,2021-08-12T00:00:00+02:00,9492,182
Ulm (Stadtkreis),Baden-Württemberg,08421000,2021-08-12T00:00:00+02:00,6021,85
Waldshut,Baden-Württemberg,08337000,2021-08-12T00:00:00+02:00,7600,210
Zollernalbkreis,Baden-Württemberg,08417000,2021-08-12T00:00:00+02:00,9347,175
Aichach-Friedberg,Bayern,09771000,2021-08-12T00:00:00+02:00,5286,101
Altötting,Bayern,09171000,2021-08-12T00:00:00+02:00,6115,210
Amberg,Bayern,09361000,2021-08-12T00:00:00+02:00,1795,24
Amberg-Sulzbach,Bayern,09371000,2021-08-12T00:00:00+02:00,4882,160
Ansbach (Stadt),Bayern,09561000,2021-08-12T00:00:00+02:00,1887,45
Ansbach (Landkreis),Bayern,09571000,2021-08-12T00:00:00+02:00,8486,197
Aschaffenburg (Stadt),Bayern,09661000,2021-08-12T00:00:00+02:00,3595,115
Aschaffenburg (Landkreis),Bayern,09671000,2021-08-12T00:00:00+02:00,8125,214
Augsburg (Stadt),Bayern,09761000,2021-08-12T00:00:00+02:00,18403,406
Augsburg (Landkreis),Bayern,09772000,2021-08-12T00:00:00+02:00,11616,235
Bad Kissingen,Bayern,09672000,2021-08-12T00:00:00+02:00,3679,104
Bad Tölz-Wolfratshausen,Bayern,09173000,2021-08-12T00:00:00+02:00,5199,80
Bamberg (Stadt),Bayern,09461000,2021-08-12T00:00:00+02:00,3230,108
Bamberg (Landkreis),Bayern,09471000,2021-08-12T00:00:00+02:00,5729,146
Bayreuth (Stadt),Bayern,09462000,2021-08-12T00:00:00+02:00,3508,110
