Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-06-24T00:00:00+02:00,35409,1826
Bayern,2020-06-24T00:00:00+02:00,47995,2578
Berlin,2020-06-24T00:00:00+02:00,7975,211
Brandenburg,2020-06-24T00:00:00+02:00,3413,164
Bremen,2020-06-24T00:00:00+02:00,1653,49
Hamburg,2020-06-24T00:00:00+02:00,5175,259
Hessen,2020-06-24T00:00:00+02:00,10645,503
Mecklenburg-Vorpommern,2020-06-24T00:00:00+02:00,794,20
Niedersachsen,2020-06-24T00:00:00+02:00,13327,622
Nordrhein-Westfalen,2020-06-24T00:00:00+02:00,41678,1668
Rheinland-Pfalz,2020-06-24T00:00:00+02:00,6924,235
Saarland,2020-06-24T00:00:00+02:00,2801,169
Sachsen,2020-06-24T00:00:00+02:00,5436,222
Sachsen-Anhalt,2020-06-24T00:00:00+02:00,1856,58
Schleswig-Holstein,2020-06-24T00:00:00+02:00,3137,152
Thüringen,2020-06-24T00:00:00+02:00,3231,178
