Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-12-09T00:00:00+01:00,4917977,18313
Bayern,09,2022-12-09T00:00:00+01:00,6559768,27214
Berlin,11,2022-12-09T00:00:00+01:00,1373849,5174
Brandenburg,12,2022-12-09T00:00:00+01:00,1070636,6219
Bremen,04,2022-12-09T00:00:00+01:00,289203,894
Hamburg,02,2022-12-09T00:00:00+01:00,783052,3283
Hessen,06,2022-12-09T00:00:00+01:00,2806053,11769
Mecklenburg-Vorpommern,13,2022-12-09T00:00:00+01:00,682175,2602
Niedersachsen,03,2022-12-09T00:00:00+01:00,3640458,11943
Nordrhein-Westfalen,05,2022-12-09T00:00:00+01:00,7599255,29249
Rheinland-Pfalz,07,2022-12-09T00:00:00+01:00,1694488,6586
Saarland,10,2022-12-09T00:00:00+01:00,472344,1984
Sachsen,14,2022-12-09T00:00:00+01:00,1909359,16425
Sachsen-Anhalt,15,2022-12-09T00:00:00+01:00,932373,6060
Schleswig-Holstein,01,2022-12-09T00:00:00+01:00,1129411,3190
Thüringen,16,2022-12-09T00:00:00+01:00,865660,7946
