Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-09-17T00:00:00+02:00,554341,10534
Bayern,09,2021-09-17T00:00:00+02:00,706557,15511
Berlin,11,2021-09-17T00:00:00+02:00,201092,3615
Brandenburg,12,2021-09-17T00:00:00+02:00,114355,3833
Bremen,04,2021-09-17T00:00:00+02:00,31350,504
Hamburg,02,2021-09-17T00:00:00+02:00,89251,1675
Hessen,06,2021-09-17T00:00:00+02:00,324992,7687
Mecklenburg-Vorpommern,13,2021-09-17T00:00:00+02:00,47704,1195
Niedersachsen,03,2021-09-17T00:00:00+02:00,292713,5902
Nordrhein-Westfalen,05,2021-09-17T00:00:00+02:00,938040,17617
Rheinland-Pfalz,07,2021-09-17T00:00:00+02:00,175669,3957
Saarland,10,2021-09-17T00:00:00+02:00,46413,1046
Sachsen,14,2021-09-17T00:00:00+02:00,293440,10189
Sachsen-Anhalt,15,2021-09-17T00:00:00+02:00,102436,3517
Schleswig-Holstein,01,2021-09-17T00:00:00+02:00,74568,1675
Thüringen,16,2021-09-17T00:00:00+02:00,132957,4400
