Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-08-25T00:00:00+02:00,40358,1863
Bayern,2020-08-25T00:00:00+02:00,55414,2634
Berlin,2020-08-25T00:00:00+02:00,10786,226
Brandenburg,2020-08-25T00:00:00+02:00,3795,169
Bremen,2020-08-25T00:00:00+02:00,1913,56
Hamburg,2020-08-25T00:00:00+02:00,6083,265
Hessen,2020-08-25T00:00:00+02:00,14809,528
Mecklenburg-Vorpommern,2020-08-25T00:00:00+02:00,997,20
Niedersachsen,2020-08-25T00:00:00+02:00,16191,661
Nordrhein-Westfalen,2020-08-25T00:00:00+02:00,57213,1802
Rheinland-Pfalz,2020-08-25T00:00:00+02:00,8713,243
Saarland,2020-08-25T00:00:00+02:00,3080,174
Sachsen,2020-08-25T00:00:00+02:00,5827,225
Sachsen-Anhalt,2020-08-25T00:00:00+02:00,2183,65
Schleswig-Holstein,2020-08-25T00:00:00+02:00,3927,160
Thüringen,2020-08-25T00:00:00+02:00,3564,186
