Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-07-13T00:00:00+02:00,36041,1837
Bayern,2020-07-13T00:00:00+02:00,49273,2612
Berlin,2020-07-13T00:00:00+02:00,8638,217
Brandenburg,2020-07-13T00:00:00+02:00,3462,168
Bremen,2020-07-13T00:00:00+02:00,1690,55
Hamburg,2020-07-13T00:00:00+02:00,5231,261
Hessen,2020-07-13T00:00:00+02:00,11169,514
Mecklenburg-Vorpommern,2020-07-13T00:00:00+02:00,804,20
Niedersachsen,2020-07-13T00:00:00+02:00,13806,642
Nordrhein-Westfalen,2020-07-13T00:00:00+02:00,44974,1705
Rheinland-Pfalz,2020-07-13T00:00:00+02:00,7174,236
Saarland,2020-07-13T00:00:00+02:00,2812,174
Sachsen,2020-07-13T00:00:00+02:00,5473,225
Sachsen-Anhalt,2020-07-13T00:00:00+02:00,1917,62
Schleswig-Holstein,2020-07-13T00:00:00+02:00,3207,154
Thüringen,2020-07-13T00:00:00+02:00,3292,182
