Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-09-26T00:00:00+02:00,48467,1877
Bayern,2020-09-26T00:00:00+02:00,67005,2657
Berlin,2020-09-26T00:00:00+02:00,13970,228
Brandenburg,2020-09-26T00:00:00+02:00,4203,169
Bremen,2020-09-26T00:00:00+02:00,2320,59
Hamburg,2020-09-26T00:00:00+02:00,7550,269
Hessen,2020-09-26T00:00:00+02:00,18396,549
Mecklenburg-Vorpommern,2020-09-26T00:00:00+02:00,1151,20
Niedersachsen,2020-09-26T00:00:00+02:00,19748,683
Nordrhein-Westfalen,2020-09-26T00:00:00+02:00,67903,1863
Rheinland-Pfalz,2020-09-26T00:00:00+02:00,10439,251
Saarland,2020-09-26T00:00:00+02:00,3288,176
Sachsen,2020-09-26T00:00:00+02:00,7052,233
Sachsen-Anhalt,2020-09-26T00:00:00+02:00,2536,67
Schleswig-Holstein,2020-09-26T00:00:00+02:00,4656,161
Thüringen,2020-09-26T00:00:00+02:00,4046,190
