Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-07-05T00:00:00+02:00,501017,10279
Bayern,09,2021-07-05T00:00:00+02:00,647991,15272
Berlin,11,2021-07-05T00:00:00+02:00,180268,3559
Brandenburg,12,2021-07-05T00:00:00+02:00,108718,3807
Bremen,04,2021-07-05T00:00:00+02:00,27476,488
Hamburg,02,2021-07-05T00:00:00+02:00,77466,1597
Hessen,06,2021-07-05T00:00:00+02:00,291195,7542
Mecklenburg-Vorpommern,13,2021-07-05T00:00:00+02:00,44163,1156
Niedersachsen,03,2021-07-05T00:00:00+02:00,261217,5769
Nordrhein-Westfalen,05,2021-07-05T00:00:00+02:00,816833,17166
Rheinland-Pfalz,07,2021-07-05T00:00:00+02:00,155329,3893
Saarland,10,2021-07-05T00:00:00+02:00,41519,1026
Sachsen,14,2021-07-05T00:00:00+02:00,285920,10087
Sachsen-Anhalt,15,2021-07-05T00:00:00+02:00,99245,3427
Schleswig-Holstein,01,2021-07-05T00:00:00+02:00,63963,1623
Thüringen,16,2021-07-05T00:00:00+02:00,128804,4340
