Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-02-23T00:00:00+01:00,311525,7966
Bayern,09,2021-02-23T00:00:00+01:00,429436,12176
Berlin,11,2021-02-23T00:00:00+01:00,127187,2740
Brandenburg,12,2021-02-23T00:00:00+01:00,75045,2938
Bremen,04,2021-02-23T00:00:00+01:00,17518,327
Hamburg,02,2021-02-23T00:00:00+01:00,50511,1224
Hessen,06,2021-02-23T00:00:00+01:00,184753,5714
Mecklenburg-Vorpommern,13,2021-02-23T00:00:00+01:00,23507,705
Niedersachsen,03,2021-02-23T00:00:00+01:00,159653,4142
Nordrhein-Westfalen,05,2021-02-23T00:00:00+01:00,522184,12720
Rheinland-Pfalz,07,2021-02-23T00:00:00+01:00,100354,3020
Saarland,10,2021-02-23T00:00:00+01:00,28235,851
Sachsen,14,2021-02-23T00:00:00+01:00,191049,7494
Sachsen-Anhalt,15,2021-02-23T00:00:00+01:00,58817,2307
Schleswig-Holstein,01,2021-02-23T00:00:00+01:00,41210,1230
Thüringen,16,2021-02-23T00:00:00+01:00,73827,2764
