Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-02-24T00:00:00+01:00,312399,7985
Bayern,09,2021-02-24T00:00:00+01:00,430386,12233
Berlin,11,2021-02-24T00:00:00+01:00,127483,2766
Brandenburg,12,2021-02-24T00:00:00+01:00,75337,2948
Bremen,04,2021-02-24T00:00:00+01:00,17584,329
Hamburg,02,2021-02-24T00:00:00+01:00,50673,1235
Hessen,06,2021-02-24T00:00:00+01:00,185434,5751
Mecklenburg-Vorpommern,13,2021-02-24T00:00:00+01:00,23712,714
Niedersachsen,03,2021-02-24T00:00:00+01:00,160402,4204
Nordrhein-Westfalen,05,2021-02-24T00:00:00+01:00,524022,12800
Rheinland-Pfalz,07,2021-02-24T00:00:00+01:00,100633,3031
Saarland,10,2021-02-24T00:00:00+01:00,28369,852
Sachsen,14,2021-02-24T00:00:00+01:00,191563,7529
Sachsen-Anhalt,15,2021-02-24T00:00:00+01:00,59049,2339
Schleswig-Holstein,01,2021-02-24T00:00:00+01:00,41468,1245
Thüringen,16,2021-02-24T00:00:00+01:00,74304,2779
