Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2023-01-24T00:00:00+01:00,4996841,18856
Bayern,09,2023-01-24T00:00:00+01:00,6646942,27984
Berlin,11,2023-01-24T00:00:00+01:00,1415110,5396
Brandenburg,12,2023-01-24T00:00:00+01:00,1101796,6408
Bremen,04,2023-01-24T00:00:00+01:00,300588,950
Hamburg,02,2023-01-24T00:00:00+01:00,801554,3499
Hessen,06,2023-01-24T00:00:00+01:00,2876987,12083
Mecklenburg-Vorpommern,13,2023-01-24T00:00:00+01:00,704810,2730
Niedersachsen,03,2023-01-24T00:00:00+01:00,3801305,12935
Nordrhein-Westfalen,05,2023-01-24T00:00:00+01:00,7882032,30633
Rheinland-Pfalz,07,2023-01-24T00:00:00+01:00,1737276,6785
Saarland,10,2023-01-24T00:00:00+01:00,483272,2056
Sachsen,14,2023-01-24T00:00:00+01:00,1941503,16710
Sachsen-Anhalt,15,2023-01-24T00:00:00+01:00,951920,6207
Schleswig-Holstein,01,2023-01-24T00:00:00+01:00,1165208,3419
Thüringen,16,2023-01-24T00:00:00+01:00,877312,8193
