Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-08-13T00:00:00+02:00,38162,1859
Bayern,2020-08-13T00:00:00+02:00,52436,2627
Berlin,2020-08-13T00:00:00+02:00,9976,224
Brandenburg,2020-08-13T00:00:00+02:00,3651,169
Bremen,2020-08-13T00:00:00+02:00,1822,56
Hamburg,2020-08-13T00:00:00+02:00,5774,262
Hessen,2020-08-13T00:00:00+02:00,13008,526
Mecklenburg-Vorpommern,2020-08-13T00:00:00+02:00,954,20
Niedersachsen,2020-08-13T00:00:00+02:00,15176,655
Nordrhein-Westfalen,2020-08-13T00:00:00+02:00,53123,1767
Rheinland-Pfalz,2020-08-13T00:00:00+02:00,7974,240
Saarland,2020-08-13T00:00:00+02:00,2955,174
Sachsen,2020-08-13T00:00:00+02:00,5685,225
Sachsen-Anhalt,2020-08-13T00:00:00+02:00,2090,64
Schleswig-Holstein,2020-08-13T00:00:00+02:00,3714,158
Thüringen,2020-08-13T00:00:00+02:00,3464,185
