Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2020-11-03T00:00:00+01:00,85442,2045
Bayern,09,2020-11-03T00:00:00+01:00,112301,2816
Berlin,11,2020-11-03T00:00:00+01:00,33310,261
Brandenburg,12,2020-11-03T00:00:00+01:00,8691,203
Bremen,04,2020-11-03T00:00:00+01:00,5901,77
Hamburg,02,2020-11-03T00:00:00+01:00,14288,291
Hessen,06,2020-11-03T00:00:00+01:00,44598,683
Mecklenburg-Vorpommern,13,2020-11-03T00:00:00+01:00,2917,23
Niedersachsen,03,2020-11-03T00:00:00+01:00,38862,763
Nordrhein-Westfalen,05,2020-11-03T00:00:00+01:00,144137,2193
Rheinland-Pfalz,07,2020-11-03T00:00:00+01:00,21787,294
Saarland,10,2020-11-03T00:00:00+01:00,7228,194
Sachsen,14,2020-11-03T00:00:00+01:00,19489,342
Sachsen-Anhalt,15,2020-11-03T00:00:00+01:00,5423,83
Schleswig-Holstein,01,2020-11-03T00:00:00+01:00,8600,183
Thüringen,16,2020-11-03T00:00:00+01:00,7405,210
