Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2020-11-12T00:00:00+01:00,107649,2189
Bayern,09,2020-11-12T00:00:00+01:00,144705,3050
Berlin,11,2020-11-12T00:00:00+01:00,43146,321
Brandenburg,12,2020-11-12T00:00:00+01:00,11483,229
Bremen,04,2020-11-12T00:00:00+01:00,7565,89
Hamburg,02,2020-11-12T00:00:00+01:00,18255,308
Hessen,06,2020-11-12T00:00:00+01:00,59371,821
Mecklenburg-Vorpommern,13,2020-11-12T00:00:00+01:00,3910,34
Niedersachsen,03,2020-11-12T00:00:00+01:00,50167,868
Nordrhein-Westfalen,05,2020-11-12T00:00:00+01:00,185138,2517
Rheinland-Pfalz,07,2020-11-12T00:00:00+01:00,28958,342
Saarland,10,2020-11-12T00:00:00+01:00,9276,207
Sachsen,14,2020-11-12T00:00:00+01:00,30100,458
Sachsen-Anhalt,15,2020-11-12T00:00:00+01:00,7367,102
Schleswig-Holstein,01,2020-11-12T00:00:00+01:00,10715,213
Thüringen,16,2020-11-12T00:00:00+01:00,9748,234
