Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-01-30T00:00:00+01:00,291818,7013
Bayern,09,2021-01-30T00:00:00+01:00,400504,10344
Berlin,11,2021-01-30T00:00:00+01:00,119514,2238
Brandenburg,12,2021-01-30T00:00:00+01:00,67836,2263
Bremen,04,2021-01-30T00:00:00+01:00,15885,266
Hamburg,02,2021-01-30T00:00:00+01:00,46015,1066
Hessen,06,2021-01-30T00:00:00+01:00,170883,4786
Mecklenburg-Vorpommern,13,2021-01-30T00:00:00+01:00,19682,443
Niedersachsen,03,2021-01-30T00:00:00+01:00,141085,3253
Nordrhein-Westfalen,05,2021-01-30T00:00:00+01:00,483456,10717
Rheinland-Pfalz,07,2021-01-30T00:00:00+01:00,91711,2450
Saarland,10,2021-01-30T00:00:00+01:00,25450,731
Sachsen,14,2021-01-30T00:00:00+01:00,179153,6254
Sachsen-Anhalt,15,2021-01-30T00:00:00+01:00,51521,1705
Schleswig-Holstein,01,2021-01-30T00:00:00+01:00,35717,853
Thüringen,16,2021-01-30T00:00:00+01:00,64941,2164
