Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-12-14T00:00:00+01:00,4928906,18357
Bayern,09,2022-12-14T00:00:00+01:00,6570185,27283
Berlin,11,2022-12-14T00:00:00+01:00,1379749,5173
Brandenburg,12,2022-12-14T00:00:00+01:00,1076489,6232
Bremen,04,2022-12-14T00:00:00+01:00,291092,898
Hamburg,02,2022-12-14T00:00:00+01:00,785606,3302
Hessen,06,2022-12-14T00:00:00+01:00,2814591,11793
Mecklenburg-Vorpommern,13,2022-12-14T00:00:00+01:00,686114,2616
Niedersachsen,03,2022-12-14T00:00:00+01:00,3664544,12034
Nordrhein-Westfalen,05,2022-12-14T00:00:00+01:00,7635848,29375
Rheinland-Pfalz,07,2022-12-14T00:00:00+01:00,1701077,6588
Saarland,10,2022-12-14T00:00:00+01:00,473782,1991
Sachsen,14,2022-12-14T00:00:00+01:00,1914141,16445
Sachsen-Anhalt,15,2022-12-14T00:00:00+01:00,935693,6076
Schleswig-Holstein,01,2022-12-14T00:00:00+01:00,1135664,3218
Thüringen,16,2022-12-14T00:00:00+01:00,867517,7983
