Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-06-21T00:00:00+02:00,35272,1824
Bayern,2020-06-21T00:00:00+02:00,47843,2565
Berlin,2020-06-21T00:00:00+02:00,7804,211
Brandenburg,2020-06-21T00:00:00+02:00,3388,163
Bremen,2020-06-21T00:00:00+02:00,1645,49
Hamburg,2020-06-21T00:00:00+02:00,5163,259
Hessen,2020-06-21T00:00:00+02:00,10575,500
Mecklenburg-Vorpommern,2020-06-21T00:00:00+02:00,792,20
Niedersachsen,2020-06-21T00:00:00+02:00,13136,618
Nordrhein-Westfalen,2020-06-21T00:00:00+02:00,40921,1663
Rheinland-Pfalz,2020-06-21T00:00:00+02:00,6907,234
Saarland,2020-06-21T00:00:00+02:00,2778,168
Sachsen,2020-06-21T00:00:00+02:00,5408,221
Sachsen-Anhalt,2020-06-21T00:00:00+02:00,1842,57
Schleswig-Holstein,2020-06-21T00:00:00+02:00,3134,152
Thüringen,2020-06-21T00:00:00+02:00,3214,178
