Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-06-08T00:00:00+02:00,34937,1791
Bayern,2020-06-08T00:00:00+02:00,47371,2505
Berlin,2020-06-08T00:00:00+02:00,7016,205
Brandenburg,2020-06-08T00:00:00+02:00,3304,160
Bremen,2020-06-08T00:00:00+02:00,1531,44
Hamburg,2020-06-08T00:00:00+02:00,5115,254
Hessen,2020-06-08T00:00:00+02:00,10207,484
Mecklenburg-Vorpommern,2020-06-08T00:00:00+02:00,774,20
Niedersachsen,2020-06-08T00:00:00+02:00,12509,605
Nordrhein-Westfalen,2020-06-08T00:00:00+02:00,38660,1623
Rheinland-Pfalz,2020-06-08T00:00:00+02:00,6781,230
Saarland,2020-06-08T00:00:00+02:00,2747,166
Sachsen,2020-06-08T00:00:00+02:00,5330,214
Sachsen-Anhalt,2020-06-08T00:00:00+02:00,1720,56
Schleswig-Holstein,2020-06-08T00:00:00+02:00,3110,147
Thüringen,2020-06-08T00:00:00+02:00,3081,170
