Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-09-02T00:00:00+02:00,42367,1867
Bayern,2020-09-02T00:00:00+02:00,57781,2641
Berlin,2020-09-02T00:00:00+02:00,11347,226
Brandenburg,2020-09-02T00:00:00+02:00,3875,169
Bremen,2020-09-02T00:00:00+02:00,2015,57
Hamburg,2020-09-02T00:00:00+02:00,6313,267
Hessen,2020-09-02T00:00:00+02:00,15692,534
Mecklenburg-Vorpommern,2020-09-02T00:00:00+02:00,1009,20
Niedersachsen,2020-09-02T00:00:00+02:00,16888,662
Nordrhein-Westfalen,2020-09-02T00:00:00+02:00,59263,1817
Rheinland-Pfalz,2020-09-02T00:00:00+02:00,9168,243
Saarland,2020-09-02T00:00:00+02:00,3157,174
Sachsen,2020-09-02T00:00:00+02:00,6022,225
Sachsen-Anhalt,2020-09-02T00:00:00+02:00,2250,65
Schleswig-Holstein,2020-09-02T00:00:00+02:00,4064,160
Thüringen,2020-09-02T00:00:00+02:00,3644,186
