Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-12-29T00:00:00+01:00,1006005,12911
Bayern,09,2021-12-29T00:00:00+01:00,1316960,19544
Berlin,11,2021-12-29T00:00:00+01:00,325812,4002
Brandenburg,12,2021-12-29T00:00:00+01:00,239301,4655
Bremen,04,2021-12-29T00:00:00+01:00,46770,597
Hamburg,02,2021-12-29T00:00:00+01:00,136982,1973
Hessen,06,2021-12-29T00:00:00+01:00,474490,8532
Mecklenburg-Vorpommern,13,2021-12-29T00:00:00+01:00,98841,1464
Niedersachsen,03,2021-12-29T00:00:00+01:00,436868,6800
Nordrhein-Westfalen,05,2021-12-29T00:00:00+01:00,1365496,20226
Rheinland-Pfalz,07,2021-12-29T00:00:00+01:00,275795,4610
Saarland,10,2021-12-29T00:00:00+01:00,73254,1238
Sachsen,14,2021-12-29T00:00:00+01:00,645907,12752
Sachsen-Anhalt,15,2021-12-29T00:00:00+01:00,222298,4226
Schleswig-Holstein,01,2021-12-29T00:00:00+01:00,116046,1881
Thüringen,16,2021-12-29T00:00:00+01:00,285587,5808
