Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-01-24T00:00:00+01:00,284407,6618
Bayern,09,2021-01-24T00:00:00+01:00,389998,9642
Berlin,11,2021-01-24T00:00:00+01:00,116582,2039
Brandenburg,12,2021-01-24T00:00:00+01:00,63068,1908
Bremen,04,2021-01-24T00:00:00+01:00,15402,251
Hamburg,02,2021-01-24T00:00:00+01:00,44453,987
Hessen,06,2021-01-24T00:00:00+01:00,165873,4388
Mecklenburg-Vorpommern,13,2021-01-24T00:00:00+01:00,18349,363
Niedersachsen,03,2021-01-24T00:00:00+01:00,135765,2964
Nordrhein-Westfalen,05,2021-01-24T00:00:00+01:00,470082,9941
Rheinland-Pfalz,07,2021-01-24T00:00:00+01:00,88977,2279
Saarland,10,2021-01-24T00:00:00+01:00,24249,686
Sachsen,14,2021-01-24T00:00:00+01:00,174186,5722
Sachsen-Anhalt,15,2021-01-24T00:00:00+01:00,47925,1425
Schleswig-Holstein,01,2021-01-24T00:00:00+01:00,33722,744
Thüringen,16,2021-01-24T00:00:00+01:00,61898,1913
