Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-01-27T00:00:00+01:00,1278219,13605
Bayern,09,2022-01-27T00:00:00+01:00,1668037,20391
Berlin,11,2022-01-27T00:00:00+01:00,500056,4097
Brandenburg,12,2022-01-27T00:00:00+01:00,320715,4988
Bremen,04,2022-01-27T00:00:00+01:00,81345,646
Hamburg,02,2022-01-27T00:00:00+01:00,226070,2095
Hessen,06,2022-01-27T00:00:00+01:00,655261,8783
Mecklenburg-Vorpommern,13,2022-01-27T00:00:00+01:00,137532,1629
Niedersachsen,03,2022-01-27T00:00:00+01:00,601705,7070
Nordrhein-Westfalen,05,2022-01-27T00:00:00+01:00,1828368,20999
Rheinland-Pfalz,07,2022-01-27T00:00:00+01:00,358475,4789
Saarland,10,2022-01-27T00:00:00+01:00,96384,1324
Sachsen,14,2022-01-27T00:00:00+01:00,709938,14003
Sachsen-Anhalt,15,2022-01-27T00:00:00+01:00,256516,4569
Schleswig-Holstein,01,2022-01-27T00:00:00+01:00,205498,1953
Thüringen,16,2022-01-27T00:00:00+01:00,314812,6373
