Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-05-25T00:00:00+02:00,34431,1698
Bayern,2020-05-25T00:00:00+02:00,46326,2382
Berlin,2020-05-25T00:00:00+02:00,6642,191
Brandenburg,2020-05-25T00:00:00+02:00,3214,154
Bremen,2020-05-25T00:00:00+02:00,1312,41
Hamburg,2020-05-25T00:00:00+02:00,5069,241
Hessen,2020-05-25T00:00:00+02:00,9770,460
Mecklenburg-Vorpommern,2020-05-25T00:00:00+02:00,760,20
Niedersachsen*,2020-05-25T00:00:00+02:00,11578,572
Nordrhein-Westfalen,2020-05-25T00:00:00+02:00,37298,1565
Rheinland-Pfalz,2020-05-25T00:00:00+02:00,6596,228
Saarland,2020-05-25T00:00:00+02:00,2716,157
Sachsen,2020-05-25T00:00:00+02:00,5231,205
Sachsen-Anhalt,2020-05-25T00:00:00+02:00,1694,54
Schleswig-Holstein,2020-05-25T00:00:00+02:00,3062,137
Thüringen,2020-05-25T00:00:00+02:00,2871,152
