Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-02-19T00:00:00+01:00,1884180,14053
Bayern,09,2022-02-19T00:00:00+01:00,2481177,21039
Berlin,11,2022-02-19T00:00:00+01:00,689762,4212
Brandenburg,12,2022-02-19T00:00:00+01:00,470426,5130
Bremen,04,2022-02-19T00:00:00+01:00,108738,673
Hamburg,02,2022-02-19T00:00:00+01:00,331344,2259
Hessen,06,2022-02-19T00:00:00+01:00,989133,9074
Mecklenburg-Vorpommern,13,2022-02-19T00:00:00+01:00,209736,1719
Niedersachsen,03,2022-02-19T00:00:00+01:00,928971,7322
Nordrhein-Westfalen,05,2022-02-19T00:00:00+01:00,2786769,21865
Rheinland-Pfalz,07,2022-02-19T00:00:00+01:00,526240,4923
Saarland,10,2022-02-19T00:00:00+01:00,143605,1369
Sachsen,14,2022-02-19T00:00:00+01:00,867807,14256
Sachsen-Anhalt,15,2022-02-19T00:00:00+01:00,360940,4703
Schleswig-Holstein,01,2022-02-19T00:00:00+01:00,289054,2073
Thüringen,16,2022-02-19T00:00:00+01:00,377212,6532
