Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-09-28T00:00:00+02:00,48900,1880
Bayern,2020-09-28T00:00:00+02:00,67356,2659
Berlin,2020-09-28T00:00:00+02:00,14196,228
Brandenburg,2020-09-28T00:00:00+02:00,4217,169
Bremen,2020-09-28T00:00:00+02:00,2372,59
Hamburg,2020-09-28T00:00:00+02:00,7690,269
Hessen,2020-09-28T00:00:00+02:00,18644,550
Mecklenburg-Vorpommern,2020-09-28T00:00:00+02:00,1151,20
Niedersachsen,2020-09-28T00:00:00+02:00,19772,683
Nordrhein-Westfalen,2020-09-28T00:00:00+02:00,68720,1865
Rheinland-Pfalz,2020-09-28T00:00:00+02:00,10554,251
Saarland,2020-09-28T00:00:00+02:00,3295,176
Sachsen,2020-09-28T00:00:00+02:00,7122,233
Sachsen-Anhalt,2020-09-28T00:00:00+02:00,2603,67
Schleswig-Holstein,2020-09-28T00:00:00+02:00,4686,161
Thüringen,2020-09-28T00:00:00+02:00,4054,190
