Area,Bundesland,AGS,Timestamp,Confirmed,Deaths
Alb-Donau-Kreis,Baden-Württemberg,08425000,2021-12-01T00:00:00+01:00,15225,187
Baden-Baden (Stadtkreis),Baden-Württemberg,08211000,2021-12-01T00:00:00+01:00,3825,75
Biberach,Baden-Württemberg,08426000,2021-12-01T00:00:00+01:00,17287,209
Bodenseekreis,Baden-Württemberg,08435000,2021-12-01T00:00:00+01:00,15314,195
Breisgau-Hochschwarzwald,Baden-Württemberg,08315000,2021-12-01T00:00:00+01:00,14372,214
Böblingen,Baden-Württemberg,08115000,2021-12-01T00:00:00+01:00,28826,317
Calw,Baden-Württemberg,08235000,2021-12-01T00:00:00+01:00,13656,204
Emmendingen,Baden-Württemberg,08316000,2021-12-01T00:00:00+01:00,10115,184
Enzkreis,Baden-Württemberg,08236000,2021-12-01T00:00:00+01:00,16752,286
Esslingen,Baden-Württemberg,08116000,2021-12-01T00:00:00+01:00,41884,617
Freiburg im Breisgau (Stadtkreis),Baden-Württemberg,08311000,2021-12-01T00:00:00+01:00,13273,192
Freudenstadt,Baden-Württemberg,08237000,2021-12-01T00:00:00+01:00,8907,167
Göppingen,Baden-Württemberg,08117000,2021-12-01T00:00:00+01:00,21264,286
Heidelberg (Stadtkreis),Baden-Württemberg,08221000,2021-12-01T00:00:00+01:00,7735,68
Heidenheim,Baden-Württemberg,08135000,2021-12-01T00:00:00+01:00,11587,199
Heilbronn (Stadtkreis),Baden-Württemberg,08121000,2021-12-01T00:00:00+01:00,13960,171
Heilbronn (Landkreis),Baden-Württemberg,08125000,2021-12-01T00:00:00+01:00,27855,238
Hohenlohekreis,Baden-Württemberg,08126000,2021-12-01T00:00:00+01:00,9131,141
Karlsruhe (Stadtkreis),Baden-Württemberg,08212000,2021-12-01T00:00:00+01:00,18319,249
Karlsruhe (Landkreis),Baden-Württemberg,08215000,2021-12-01T00:00:00+01:00,31729,538
Konstanz,Baden-Württemberg,08335000,2021-12-01T00:00:00+01:00,18034,313
Ludwigsburg,Baden-Württemberg,08118000,2021-12-01T00:00:00+01:00,42035,550
Lörrach,Baden-Württemberg,08336000,2021-12-01T00:00:00+01:00,15562,330
Main-Tauber-Kreis,Baden-Württemberg,08128000,2021-12-01T00:00:00+01:00,8331,103
Mannheim (Stadtkreis),Baden-Württemberg,08222000,2021-12-01T00:00:00+01:00,26425,361
Neckar-Odenwald-Kreis,Baden-Württemberg,08225000,2021-12-01T00:00:00+01:00,10172,158
Ortenaukreis,Baden-Württemberg,08317000,2021-12-01T00:00:00+01:00,33563,635
Ostalbkreis,Baden-Württemberg,08136000,2021-12-01T00:00:00+01:00,25988,456
