Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-10-16T00:00:00+02:00,595618,10823
Bayern,09,2021-10-16T00:00:00+02:00,759801,15858
Berlin,11,2021-10-16T00:00:00+02:00,213337,3664
Brandenburg,12,2021-10-16T00:00:00+02:00,119241,3870
Bremen,04,2021-10-16T00:00:00+02:00,34289,522
Hamburg,02,2021-10-16T00:00:00+02:00,94215,1762
Hessen,06,2021-10-16T00:00:00+02:00,341852,7797
Mecklenburg-Vorpommern,13,2021-10-16T00:00:00+02:00,50816,1212
Niedersachsen,03,2021-10-16T00:00:00+02:00,308828,6028
Nordrhein-Westfalen,05,2021-10-16T00:00:00+02:00,980223,18016
Rheinland-Pfalz,07,2021-10-16T00:00:00+02:00,185957,4040
Saarland,10,2021-10-16T00:00:00+02:00,48575,1060
Sachsen,14,2021-10-16T00:00:00+02:00,306565,10250
Sachsen-Anhalt,15,2021-10-16T00:00:00+02:00,106924,3560
Schleswig-Holstein,01,2021-10-16T00:00:00+02:00,78087,1703
Thüringen,16,2021-10-16T00:00:00+02:00,140779,4436
