Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-05-06T00:00:00+02:00,3538913,15855
Bayern,09,2022-05-06T00:00:00+02:00,4709630,23661
Berlin,11,2022-05-06T00:00:00+02:00,1012207,4509
Brandenburg,12,2022-05-06T00:00:00+02:00,771347,5576
Bremen,04,2022-05-06T00:00:00+02:00,189884,764
Hamburg,02,2022-05-06T00:00:00+02:00,554786,2562
Hessen,06,2022-05-06T00:00:00+02:00,1760740,9987
Mecklenburg-Vorpommern,13,2022-05-06T00:00:00+02:00,472862,2171
Niedersachsen,03,2022-05-06T00:00:00+02:00,2217719,8911
Nordrhein-Westfalen,05,2022-05-06T00:00:00+02:00,5032738,24909
Rheinland-Pfalz,07,2022-05-06T00:00:00+02:00,1096395,5551
Saarland,10,2022-05-06T00:00:00+02:00,304838,1648
Sachsen,14,2022-05-06T00:00:00+02:00,1479639,15362
Sachsen-Anhalt,15,2022-05-06T00:00:00+02:00,699429,5275
Schleswig-Holstein,01,2022-05-06T00:00:00+02:00,677095,2456
Thüringen,16,2022-05-06T00:00:00+02:00,696988,7142
