Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-07-24T00:00:00+02:00,36731,1839
Bayern,2020-07-24T00:00:00+02:00,50112,2619
Berlin,2020-07-24T00:00:00+02:00,8894,222
Brandenburg,2020-07-24T00:00:00+02:00,3523,168
Bremen,2020-07-24T00:00:00+02:00,1733,55
Hamburg,2020-07-24T00:00:00+02:00,5275,261
Hessen,2020-07-24T00:00:00+02:00,11591,517
Mecklenburg-Vorpommern,2020-07-24T00:00:00+02:00,826,20
Niedersachsen,2020-07-24T00:00:00+02:00,14185,647
Nordrhein-Westfalen,2020-07-24T00:00:00+02:00,46956,1726
Rheinland-Pfalz,2020-07-24T00:00:00+02:00,7397,238
Saarland,2020-07-24T00:00:00+02:00,2841,174
Sachsen,2020-07-24T00:00:00+02:00,5506,225
Sachsen-Anhalt,2020-07-24T00:00:00+02:00,1975,63
Schleswig-Holstein,2020-07-24T00:00:00+02:00,3299,155
Thüringen,2020-07-24T00:00:00+02:00,3339,182
