Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-05-05T00:00:00+02:00,454272,9440
Bayern,09,2021-05-05T00:00:00+02:00,603434,14279
Berlin,11,2021-05-05T00:00:00+02:00,170291,3232
Brandenburg,12,2021-05-05T00:00:00+02:00,103407,3597
Bremen,04,2021-05-05T00:00:00+02:00,25662,454
Hamburg,02,2021-05-05T00:00:00+02:00,72828,1509
Hessen,06,2021-05-05T00:00:00+02:00,267721,6982
Mecklenburg-Vorpommern,13,2021-05-05T00:00:00+02:00,41065,1011
Niedersachsen,03,2021-05-05T00:00:00+02:00,242044,5350
Nordrhein-Westfalen,05,2021-05-05T00:00:00+02:00,752510,15759
Rheinland-Pfalz,07,2021-05-05T00:00:00+02:00,142504,3577
Saarland,10,2021-05-05T00:00:00+02:00,37952,963
Sachsen,14,2021-05-05T00:00:00+02:00,267040,9179
Sachsen-Anhalt,15,2021-05-05T00:00:00+02:00,92303,3138
Schleswig-Holstein,01,2021-05-05T00:00:00+02:00,59572,1517
Thüringen,16,2021-05-05T00:00:00+02:00,118945,3889
