Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-04-20T00:00:00+02:00,3350169,15551
Bayern,09,2022-04-20T00:00:00+02:00,4460560,23195
Berlin,11,2022-04-20T00:00:00+02:00,969032,4443
Brandenburg,12,2022-04-20T00:00:00+02:00,736436,5498
Bremen,04,2022-04-20T00:00:00+02:00,175598,737
Hamburg,02,2022-04-20T00:00:00+02:00,509311,2479
Hessen,06,2022-04-20T00:00:00+02:00,1628956,9790
Mecklenburg-Vorpommern,13,2022-04-20T00:00:00+02:00,448887,2120
Niedersachsen,03,2022-04-20T00:00:00+02:00,1999592,8503
Nordrhein-Westfalen,05,2022-04-20T00:00:00+02:00,4721496,24354
Rheinland-Pfalz,07,2022-04-20T00:00:00+02:00,1013233,5428
Saarland,10,2022-04-20T00:00:00+02:00,286601,1599
Sachsen,14,2022-04-20T00:00:00+02:00,1422966,15075
Sachsen-Anhalt,15,2022-04-20T00:00:00+02:00,664318,5162
Schleswig-Holstein,01,2022-04-20T00:00:00+02:00,600036,2392
Thüringen,16,2022-04-20T00:00:00+02:00,671020,6982
