Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-05-09T00:00:00+02:00,465900,9526
Bayern,09,2021-05-09T00:00:00+02:00,614106,14411
Berlin,11,2021-05-09T00:00:00+02:00,172647,3301
Brandenburg,12,2021-05-09T00:00:00+02:00,104930,3630
Bremen,04,2021-05-09T00:00:00+02:00,26106,461
Hamburg,02,2021-05-09T00:00:00+02:00,73832,1519
Hessen,06,2021-05-09T00:00:00+02:00,272962,7055
Mecklenburg-Vorpommern,13,2021-05-09T00:00:00+02:00,41961,1043
Niedersachsen,03,2021-05-09T00:00:00+02:00,247016,5406
Nordrhein-Westfalen,05,2021-05-09T00:00:00+02:00,768194,15927
Rheinland-Pfalz,07,2021-05-09T00:00:00+02:00,145284,3613
Saarland,10,2021-05-09T00:00:00+02:00,38744,967
Sachsen,14,2021-05-09T00:00:00+02:00,272458,9269
Sachsen-Anhalt,15,2021-05-09T00:00:00+02:00,94285,3164
Schleswig-Holstein,01,2021-05-09T00:00:00+02:00,60509,1527
Thüringen,16,2021-05-09T00:00:00+02:00,121395,3956
