Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-06-20T00:00:00+02:00,35272,1824
Bayern,2020-06-20T00:00:00+02:00,47827,2566
Berlin,2020-06-20T00:00:00+02:00,7733,211
Brandenburg,2020-06-20T00:00:00+02:00,3383,163
Bremen,2020-06-20T00:00:00+02:00,1636,49
Hamburg,2020-06-20T00:00:00+02:00,5160,259
Hessen,2020-06-20T00:00:00+02:00,10556,500
Mecklenburg-Vorpommern,2020-06-20T00:00:00+02:00,791,20
Niedersachsen,2020-06-20T00:00:00+02:00,13136,618
Nordrhein-Westfalen,2020-06-20T00:00:00+02:00,40372,1663
Rheinland-Pfalz,2020-06-20T00:00:00+02:00,6903,234
Saarland,2020-06-20T00:00:00+02:00,2776,168
Sachsen,2020-06-20T00:00:00+02:00,5408,221
Sachsen-Anhalt,2020-06-20T00:00:00+02:00,1839,57
Schleswig-Holstein,2020-06-20T00:00:00+02:00,3133,152
Thüringen,2020-06-20T00:00:00+02:00,3210,178
