Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2020-11-23T00:00:00+01:00,133583,2449
Bayern,09,2020-11-23T00:00:00+01:00,183189,3440
Berlin,11,2020-11-23T00:00:00+01:00,56504,449
Brandenburg,12,2020-11-23T00:00:00+01:00,15673,280
Bremen,04,2020-11-23T00:00:00+01:00,9284,108
Hamburg,02,2020-11-23T00:00:00+01:00,22702,338
Hessen,06,2020-11-23T00:00:00+01:00,76341,1033
Mecklenburg-Vorpommern,13,2020-11-23T00:00:00+01:00,5189,53
Niedersachsen,03,2020-11-23T00:00:00+01:00,63305,1010
Nordrhein-Westfalen,05,2020-11-23T00:00:00+01:00,233020,2977
Rheinland-Pfalz,07,2020-11-23T00:00:00+01:00,38309,420
Saarland,10,2020-11-23T00:00:00+01:00,11385,236
Sachsen,14,2020-11-23T00:00:00+01:00,43967,667
Sachsen-Anhalt,15,2020-11-23T00:00:00+01:00,10030,122
Schleswig-Holstein,01,2020-11-23T00:00:00+01:00,12912,234
Thüringen,16,2020-11-23T00:00:00+01:00,13740,296
