Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-05-05T00:00:00+02:00,32482,1452
Bayern,2020-05-05T00:00:00+02:00,43162,1949
Berlin,2020-05-05T00:00:00+02:00,6042,154
Brandenburg,2020-05-05T00:00:00+02:00,2940,123
Bremen,2020-05-05T00:00:00+02:00,895,31
Hamburg,2020-05-05T00:00:00+02:00,4644,172
Hessen,2020-05-05T00:00:00+02:00,8585,381
Mecklenburg-Vorpommern,2020-05-05T00:00:00+02:00,703,19
Niedersachsen,2020-05-05T00:00:00+02:00,10380,463
Nordrhein-Westfalen,2020-05-05T00:00:00+02:00,33728,1332
Rheinland-Pfalz,2020-05-05T00:00:00+02:00,6160,182
Saarland,2020-05-05T00:00:00+02:00,2618,139
Sachsen,2020-05-05T00:00:00+02:00,4745,171
Sachsen-Anhalt,2020-05-05T00:00:00+02:00,1585,46
Schleswig-Holstein,2020-05-05T00:00:00+02:00,2799,118
Thüringen,2020-05-05T00:00:00+02:00,2392,99
