Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-07-30T00:00:00+02:00,37115,1845
Bayern,2020-07-30T00:00:00+02:00,50806,2622
Berlin,2020-07-30T00:00:00+02:00,9150,223
Brandenburg,2020-07-30T00:00:00+02:00,3551,168
Bremen,2020-07-30T00:00:00+02:00,1763,55
Hamburg,2020-07-30T00:00:00+02:00,5356,261
Hessen,2020-07-30T00:00:00+02:00,11895,519
Mecklenburg-Vorpommern,2020-07-30T00:00:00+02:00,861,20
Niedersachsen,2020-07-30T00:00:00+02:00,14380,649
Nordrhein-Westfalen,2020-07-30T00:00:00+02:00,48301,1732
Rheinland-Pfalz,2020-07-30T00:00:00+02:00,7488,239
Saarland,2020-07-30T00:00:00+02:00,2862,174
Sachsen,2020-07-30T00:00:00+02:00,5532,225
Sachsen-Anhalt,2020-07-30T00:00:00+02:00,2009,64
Schleswig-Holstein,2020-07-30T00:00:00+02:00,3401,156
Thüringen,2020-07-30T00:00:00+02:00,3358,182
