Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-07-22T00:00:00+02:00,4150369,16504
Bayern,09,2022-07-22T00:00:00+02:00,5528901,24734
Berlin,11,2022-07-22T00:00:00+02:00,1165548,4686
Brandenburg,12,2022-07-22T00:00:00+02:00,866546,5757
Bremen,04,2022-07-22T00:00:00+02:00,234505,806
Hamburg,02,2022-07-22T00:00:00+02:00,678128,2789
Hessen,06,2022-07-22T00:00:00+02:00,2238188,10567
Mecklenburg-Vorpommern,13,2022-07-22T00:00:00+02:00,545221,2297
Niedersachsen,03,2022-07-22T00:00:00+02:00,2884667,9906
Nordrhein-Westfalen,05,2022-07-22T00:00:00+02:00,6144977,26169
Rheinland-Pfalz,07,2022-07-22T00:00:00+02:00,1350917,5870
Saarland,10,2022-07-22T00:00:00+02:00,373087,1755
Sachsen,14,2022-07-22T00:00:00+02:00,1629562,15662
Sachsen-Anhalt,15,2022-07-22T00:00:00+02:00,779075,5454
Schleswig-Holstein,01,2022-07-22T00:00:00+02:00,917517,2690
Thüringen,16,2022-07-22T00:00:00+02:00,751914,7415
