Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2020-12-24T00:00:00+01:00,221854,4331
Bayern,09,2020-12-24T00:00:00+01:00,301881,6069
Berlin,11,2020-12-24T00:00:00+01:00,91116,1105
Brandenburg,12,2020-12-24T00:00:00+01:00,35280,753
Bremen,04,2020-12-24T00:00:00+01:00,13020,177
Hamburg,02,2020-12-24T00:00:00+01:00,33870,571
Hessen,06,2020-12-24T00:00:00+01:00,126214,2331
Mecklenburg-Vorpommern,13,2020-12-24T00:00:00+01:00,10532,134
Niedersachsen,03,2020-12-24T00:00:00+01:00,99234,1753
Nordrhein-Westfalen,05,2020-12-24T00:00:00+01:00,369058,5778
Rheinland-Pfalz,07,2020-12-24T00:00:00+01:00,66745,1198
Saarland,10,2020-12-24T00:00:00+01:00,18549,387
Sachsen,14,2020-12-24T00:00:00+01:00,115799,2562
Sachsen-Anhalt,15,2020-12-24T00:00:00+01:00,25137,478
Schleswig-Holstein,01,2020-12-24T00:00:00+01:00,22558,352
Thüringen,16,2020-12-24T00:00:00+01:00,36268,791
