Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-08-09T00:00:00+02:00,37767,1858
Bayern,2020-08-09T00:00:00+02:00,51803,2626
Berlin,2020-08-09T00:00:00+02:00,9688,224
Brandenburg,2020-08-09T00:00:00+02:00,3626,169
Bremen,2020-08-09T00:00:00+02:00,1803,56
Hamburg,2020-08-09T00:00:00+02:00,5664,262
Hessen,2020-08-09T00:00:00+02:00,12703,525
Mecklenburg-Vorpommern,2020-08-09T00:00:00+02:00,936,20
Niedersachsen,2020-08-09T00:00:00+02:00,14943,654
Nordrhein-Westfalen,2020-08-09T00:00:00+02:00,51561,1759
Rheinland-Pfalz,2020-08-09T00:00:00+02:00,7771,239
Saarland,2020-08-09T00:00:00+02:00,2926,174
Sachsen,2020-08-09T00:00:00+02:00,5632,225
Sachsen-Anhalt,2020-08-09T00:00:00+02:00,2057,64
Schleswig-Holstein,2020-08-09T00:00:00+02:00,3586,158
Thüringen,2020-08-09T00:00:00+02:00,3425,183
