Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-04-22T00:00:00+02:00,28898,1063
Bayern,2020-04-22T00:00:00+02:00,38814,1424
Berlin,2020-04-22T00:00:00+02:00,5312,105
Brandenburg,2020-04-22T00:00:00+02:00,2389,74
Bremen,2020-04-22T00:00:00+02:00,624,26
Hamburg,2020-04-22T00:00:00+02:00,4204,91
Hessen,2020-04-22T00:00:00+02:00,7380,265
Mecklenburg-Vorpommern,2020-04-22T00:00:00+02:00,656,15
Niedersachsen,2020-04-22T00:00:00+02:00,9236,328
Nordrhein-Westfalen,2020-04-22T00:00:00+02:00,30185,964
Rheinland-Pfalz,2020-04-22T00:00:00+02:00,5593,122
Saarland,2020-04-22T00:00:00+02:00,2367,97
Sachsen,2020-04-22T00:00:00+02:00,4273,122
Sachsen-Anhalt,2020-04-22T00:00:00+02:00,1395,33
Schleswig-Holstein,2020-04-22T00:00:00+02:00,2496,79
Thüringen,2020-04-22T00:00:00+02:00,1872,71
