Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-02-08T00:00:00+01:00,1555751,13788
Bayern,09,2022-02-08T00:00:00+01:00,2056710,20679
Berlin,11,2022-02-08T00:00:00+01:00,605637,4140
Brandenburg,12,2022-02-08T00:00:00+01:00,389988,5045
Bremen,04,2022-02-08T00:00:00+01:00,97115,659
Hamburg,02,2022-02-08T00:00:00+01:00,288484,2171
Hessen,06,2022-02-08T00:00:00+01:00,833168,8918
Mecklenburg-Vorpommern,13,2022-02-08T00:00:00+01:00,169882,1668
Niedersachsen,03,2022-02-08T00:00:00+01:00,759014,7148
Nordrhein-Westfalen,05,2022-02-08T00:00:00+01:00,2319051,21318
Rheinland-Pfalz,07,2022-02-08T00:00:00+01:00,437877,4834
Saarland,10,2022-02-08T00:00:00+01:00,118780,1341
Sachsen,14,2022-02-08T00:00:00+01:00,771749,14144
Sachsen-Anhalt,15,2022-02-08T00:00:00+01:00,297058,4633
Schleswig-Holstein,01,2022-02-08T00:00:00+01:00,249220,2005
Thüringen,16,2022-02-08T00:00:00+01:00,337944,6452
