Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-11-01T00:00:00+01:00,4814630,17733
Bayern,09,2022-11-01T00:00:00+01:00,6457309,26519
Berlin,11,2022-11-01T00:00:00+01:00,1331722,4941
Brandenburg,12,2022-11-01T00:00:00+01:00,1025788,6037
Bremen,04,2022-11-01T00:00:00+01:00,276480,863
Hamburg,02,2022-11-01T00:00:00+01:00,756924,3131
Hessen,06,2022-11-01T00:00:00+01:00,2732210,11406
Mecklenburg-Vorpommern,13,2022-11-01T00:00:00+01:00,651190,2526
Niedersachsen,03,2022-11-01T00:00:00+01:00,3461732,11213
Nordrhein-Westfalen,05,2022-11-01T00:00:00+01:00,7303275,28179
Rheinland-Pfalz,07,2022-11-01T00:00:00+01:00,1649585,6369
Saarland,10,2022-11-01T00:00:00+01:00,460246,1921
Sachsen,14,2022-11-01T00:00:00+01:00,1863922,16208
Sachsen-Anhalt,15,2022-11-01T00:00:00+01:00,902073,5842
Schleswig-Holstein,01,2022-11-01T00:00:00+01:00,1084575,3011
Thüringen,16,2022-11-01T00:00:00+01:00,848026,7795
