Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-10-26T00:00:00+02:00,4786291,17635
Bayern,09,2022-10-26T00:00:00+02:00,6426323,26369
Berlin,11,2022-10-26T00:00:00+02:00,1322708,4910
Brandenburg,12,2022-10-26T00:00:00+02:00,1019939,6019
Bremen,04,2022-10-26T00:00:00+02:00,274953,860
Hamburg,02,2022-10-26T00:00:00+02:00,753805,3121
Hessen,06,2022-10-26T00:00:00+02:00,2710392,11349
Mecklenburg-Vorpommern,13,2022-10-26T00:00:00+02:00,646636,2516
Niedersachsen,03,2022-10-26T00:00:00+02:00,3439377,11160
Nordrhein-Westfalen,05,2022-10-26T00:00:00+02:00,7230564,28042
Rheinland-Pfalz,07,2022-10-26T00:00:00+02:00,1638345,6340
Saarland,10,2022-10-26T00:00:00+02:00,457008,1906
Sachsen,14,2022-10-26T00:00:00+02:00,1856251,16171
Sachsen-Anhalt,15,2022-10-26T00:00:00+02:00,897246,5822
Schleswig-Holstein,01,2022-10-26T00:00:00+02:00,1078652,3001
Thüringen,16,2022-10-26T00:00:00+02:00,844525,7776
